         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                    0.4*cm 23.5*cm 32.227*cm 0.*deg 360.*deg  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
superlayer2_layer2_ahdccell10_subcell1  |         ahdc_mother  |         AHDCcell 10 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      21.283631*mm      38.509831*mm      23.409411*mm      37.255865*mm      21.281283*mm      33.868968*mm      19.348755*mm      35.008937*mm       7.370285*mm      43.378323*mm       9.790932*mm      42.896826*mm       8.900847*mm      38.997114*mm       6.700259*mm      39.434839*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 10 side manual 0 
superlayer2_layer2_ahdccell10_subcell2  |         ahdc_mother  |         AHDCcell 10 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      19.348755*mm      35.008937*mm      17.355350*mm      36.038755*mm      19.090885*mm      39.642630*mm      21.283631*mm      38.509831*mm       6.700259*mm      39.434839*mm       4.478589*mm      39.748487*mm       4.926448*mm      43.723336*mm       7.370285*mm      43.378323*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 10 side manual 0 
superlayer2_layer2_ahdccell11_subcell1  |         ahdc_mother  |         AHDCcell 11 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      16.838071*mm      40.650699*mm      19.090885*mm      39.642630*mm      17.355350*mm      36.038755*mm      15.307337*mm      36.955181*mm       2.467111*mm      43.930779*mm       4.926448*mm      43.723336*mm       4.478589*mm      39.748487*mm       2.242828*mm      39.937072*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 11 side manual 0 
superlayer2_layer2_ahdccell11_subcell2  |         ahdc_mother  |         AHDCcell 11 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      15.307337*mm      36.955181*mm      13.211162*mm      37.755333*mm      14.532279*mm      41.530867*mm      16.838071*mm      40.650699*mm       2.242828*mm      39.937072*mm       0.000010*mm      40.000000*mm       0.000011*mm      44.000000*mm       2.467111*mm      43.930779*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 11 side manual 0 
superlayer2_layer2_ahdccell12_subcell1  |         ahdc_mother  |         AHDCcell 12 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      12.180763*mm      42.280362*mm      14.532279*mm      41.530867*mm      13.211162*mm      37.755333*mm      11.073420*mm      38.436693*mm      -2.467089*mm      43.930780*mm       0.000011*mm      44.000000*mm       0.000010*mm      40.000000*mm      -2.242808*mm      39.937073*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 12 side manual 0 
superlayer2_layer2_ahdccell12_subcell2  |         ahdc_mother  |         AHDCcell 12 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      11.073420*mm      38.436693*mm       8.900837*mm      38.997116*mm       9.790921*mm      42.896828*mm      12.180763*mm      42.280362*mm      -2.242808*mm      39.937073*mm      -4.478569*mm      39.748490*mm      -4.926426*mm      43.723338*mm      -2.467089*mm      43.930780*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 12 side manual 0 
superlayer2_layer2_ahdccell13_subcell1  |         ahdc_mother  |         AHDCcell 13 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm       7.370274*mm      43.378325*mm       9.790921*mm      42.896828*mm       8.900837*mm      38.997116*mm       6.700249*mm      39.434841*mm      -7.370263*mm      43.378327*mm      -4.926426*mm      43.723338*mm      -4.478569*mm      39.748490*mm      -6.700239*mm      39.434842*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 13 side manual 0 
superlayer2_layer2_ahdccell13_subcell2  |         ahdc_mother  |         AHDCcell 13 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm       6.700249*mm      39.434841*mm       4.478579*mm      39.748488*mm       4.926437*mm      43.723337*mm       7.370274*mm      43.378325*mm      -6.700239*mm      39.434842*mm      -8.900828*mm      38.997119*mm      -9.790910*mm      42.896831*mm      -7.370263*mm      43.378327*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 13 side manual 0 
superlayer2_layer2_ahdccell14_subcell1  |         ahdc_mother  |         AHDCcell 14 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm       2.467100*mm      43.930780*mm       4.926437*mm      43.723337*mm       4.478579*mm      39.748488*mm       2.242818*mm      39.937073*mm     -12.180752*mm      42.280365*mm      -9.790910*mm      42.896831*mm      -8.900828*mm      38.997119*mm     -11.073411*mm      38.436696*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 14 side manual 0 
superlayer2_layer2_ahdccell14_subcell2  |         ahdc_mother  |         AHDCcell 14 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm       2.242818*mm      39.937073*mm       0.000000*mm      40.000000*mm       0.000000*mm      44.000000*mm       2.467100*mm      43.930780*mm     -11.073411*mm      38.436696*mm     -13.211153*mm      37.755337*mm     -14.532268*mm      41.530870*mm     -12.180752*mm      42.280365*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 14 side manual 0 
superlayer2_layer2_ahdccell15_subcell1  |         ahdc_mother  |         AHDCcell 15 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      -2.467100*mm      43.930780*mm       0.000000*mm      44.000000*mm       0.000000*mm      40.000000*mm      -2.242818*mm      39.937073*mm     -16.838061*mm      40.650704*mm     -14.532268*mm      41.530870*mm     -13.211153*mm      37.755337*mm     -15.307328*mm      36.955185*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 15 side manual 0 
superlayer2_layer2_ahdccell15_subcell2  |         ahdc_mother  |         AHDCcell 15 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      -2.242818*mm      39.937073*mm      -4.478579*mm      39.748488*mm      -4.926437*mm      43.723337*mm      -2.467100*mm      43.930780*mm     -15.307328*mm      36.955185*mm     -17.355341*mm      36.038759*mm     -19.090875*mm      39.642635*mm     -16.838061*mm      40.650704*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 15 side manual 0 
superlayer2_layer2_ahdccell16_subcell1  |         ahdc_mother  |         AHDCcell 16 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      -7.370274*mm      43.378325*mm      -4.926437*mm      43.723337*mm      -4.478579*mm      39.748488*mm      -6.700249*mm      39.434841*mm     -21.283621*mm      38.509836*mm     -19.090875*mm      39.642635*mm     -17.355341*mm      36.038759*mm     -19.348747*mm      35.008942*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 16 side manual 0 
superlayer2_layer2_ahdccell16_subcell2  |         ahdc_mother  |         AHDCcell 16 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm      -6.700249*mm      39.434841*mm      -8.900837*mm      38.997116*mm      -9.790921*mm      42.896828*mm      -7.370274*mm      43.378325*mm     -19.348747*mm      35.008942*mm     -21.281275*mm      33.868973*mm     -23.409402*mm      37.255871*mm     -21.283621*mm      38.509836*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 16 side manual 0 
superlayer2_layer2_ahdccell17_subcell1  |         ahdc_mother  |         AHDCcell 17 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm     -12.180763*mm      42.280362*mm      -9.790921*mm      42.896828*mm      -8.900837*mm      38.997116*mm     -11.073420*mm      38.436693*mm     -25.461528*mm      35.884685*mm     -23.409402*mm      37.255871*mm     -21.281275*mm      33.868973*mm     -23.146844*mm      32.622441*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 17 side manual 0 
superlayer2_layer2_ahdccell17_subcell2  |         ahdc_mother  |         AHDCcell 17 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm     -11.073420*mm      38.436693*mm     -13.211162*mm      37.755333*mm     -14.532279*mm      41.530867*mm     -12.180763*mm      42.280362*mm     -23.146844*mm      32.622441*mm     -24.939584*mm      31.273266*mm     -27.433543*mm      34.400592*mm     -25.461528*mm      35.884685*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 17 side manual 0 
superlayer2_layer2_ahdccell18_subcell1  |         ahdc_mother  |         AHDCcell 18 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm     -16.838071*mm      40.650699*mm     -14.532279*mm      41.530867*mm     -13.211162*mm      37.755333*mm     -15.307337*mm      36.955181*mm     -29.319241*mm      32.808263*mm     -27.433543*mm      34.400592*mm     -24.939584*mm      31.273266*mm     -26.653856*mm      29.825693*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 18 side manual 0 
superlayer2_layer2_ahdccell18_subcell2  |         ahdc_mother  |         AHDCcell 18 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm     -15.307337*mm      36.955181*mm     -17.355350*mm      36.038755*mm     -19.090885*mm      39.642630*mm     -16.838071*mm      40.650699*mm     -26.653856*mm      29.825693*mm     -28.284264*mm      28.284278*mm     -31.112691*mm      31.112706*mm     -29.319241*mm      32.808263*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 18 side manual 0 
superlayer2_layer2_ahdccell19_subcell1  |         ahdc_mother  |         AHDCcell 19 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm     -21.283631*mm      38.509831*mm     -19.090885*mm      39.642630*mm     -17.355350*mm      36.038755*mm     -19.348755*mm      35.008937*mm     -32.808248*mm      29.319258*mm     -31.112691*mm      31.112706*mm     -28.284264*mm      28.284278*mm     -29.825680*mm      26.653871*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 19 side manual 0 
superlayer2_layer2_ahdccell19_subcell2  |         ahdc_mother  |         AHDCcell 19 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm     -19.348755*mm      35.008937*mm     -21.281283*mm      33.868968*mm     -23.409411*mm      37.255865*mm     -21.283631*mm      38.509831*mm     -29.825680*mm      26.653871*mm     -31.273253*mm      24.939600*mm     -34.400578*mm      27.433560*mm     -32.808248*mm      29.319258*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 19 side manual 0 
superlayer2_layer2_ahdccell20_subcell1  |         ahdc_mother  |         AHDCcell 20 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm     -25.461537*mm      35.884678*mm     -23.409411*mm      37.255865*mm     -21.281283*mm      33.868968*mm     -23.146852*mm      32.622435*mm     -35.884672*mm      25.461546*mm     -34.400578*mm      27.433560*mm     -31.273253*mm      24.939600*mm     -32.622429*mm      23.146860*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 20 side manual 0 
superlayer2_layer2_ahdccell20_subcell2  |         ahdc_mother  |         AHDCcell 20 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |175.2500*mm     -23.146852*mm      32.622435*mm     -24.939592*mm      31.273259*mm     -27.433551*mm      34.400585*mm     -25.461537*mm      35.884678*mm     -32.622429*mm      23.146860*mm     -33.868963*mm      21.281292*mm     -37.255859*mm      23.409421*mm     -35.884672*mm      25.461546*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 2 layer manual 2 ahdccell manual 20 side manual 0 
